Date,Close,Lag1,Lag2,Lag3,Lag4,Lag5,Lag6,Lag7,Target
2024-03-25,3590.8837890625,3454.636474609375,3336.593994140625,3333.68798828125,3492.9912109375,3513.39306640625,3157.6181640625,3517.985107421875,3590.8837890625
2024-03-26,3587.5048828125,3590.8837890625,3454.636474609375,3336.593994140625,3333.68798828125,3492.9912109375,3513.39306640625,3157.6181640625,3587.5048828125
2024-03-27,3500.115234375,3587.5048828125,3590.8837890625,3454.636474609375,3336.593994140625,3333.68798828125,3492.9912109375,3513.39306640625,3500.115234375
2024-03-28,3561.2939453125,3500.115234375,3587.5048828125,3590.8837890625,3454.636474609375,3336.593994140625,3333.68798828125,3492.9912109375,3561.2939453125
2024-03-29,3511.80615234375,3561.2939453125,3500.115234375,3587.5048828125,3590.8837890625,3454.636474609375,3336.593994140625,3333.68798828125,3511.80615234375
2024-03-30,3507.9443359375,3511.80615234375,3561.2939453125,3500.115234375,3587.5048828125,3590.8837890625,3454.636474609375,3336.593994140625,3507.9443359375
2024-03-31,3647.8564453125,3507.9443359375,3511.80615234375,3561.2939453125,3500.115234375,3587.5048828125,3590.8837890625,3454.636474609375,3647.8564453125
2024-04-01,3505.030029296875,3647.8564453125,3507.9443359375,3511.80615234375,3561.2939453125,3500.115234375,3587.5048828125,3590.8837890625,3505.030029296875
2024-04-02,3277.234619140625,3505.030029296875,3647.8564453125,3507.9443359375,3511.80615234375,3561.2939453125,3500.115234375,3587.5048828125,3277.234619140625
2024-04-03,3311.44189453125,3277.234619140625,3505.030029296875,3647.8564453125,3507.9443359375,3511.80615234375,3561.2939453125,3500.115234375,3311.44189453125
2024-04-04,3330.04052734375,3311.44189453125,3277.234619140625,3505.030029296875,3647.8564453125,3507.9443359375,3511.80615234375,3561.2939453125,3330.04052734375
2024-04-05,3318.88525390625,3330.04052734375,3311.44189453125,3277.234619140625,3505.030029296875,3647.8564453125,3507.9443359375,3511.80615234375,3318.88525390625
2024-04-06,3354.183837890625,3318.88525390625,3330.04052734375,3311.44189453125,3277.234619140625,3505.030029296875,3647.8564453125,3507.9443359375,3354.183837890625
2024-04-07,3453.49462890625,3354.183837890625,3318.88525390625,3330.04052734375,3311.44189453125,3277.234619140625,3505.030029296875,3647.8564453125,3453.49462890625
2024-04-08,3695.292724609375,3453.49462890625,3354.183837890625,3318.88525390625,3330.04052734375,3311.44189453125,3277.234619140625,3505.030029296875,3695.292724609375
2024-04-09,3505.163330078125,3695.292724609375,3453.49462890625,3354.183837890625,3318.88525390625,3330.04052734375,3311.44189453125,3277.234619140625,3505.163330078125
2024-04-10,3543.737060546875,3505.163330078125,3695.292724609375,3453.49462890625,3354.183837890625,3318.88525390625,3330.04052734375,3311.44189453125,3543.737060546875
2024-04-11,3505.247802734375,3543.737060546875,3505.163330078125,3695.292724609375,3453.49462890625,3354.183837890625,3318.88525390625,3330.04052734375,3505.247802734375
2024-04-12,3243.034912109375,3505.247802734375,3543.737060546875,3505.163330078125,3695.292724609375,3453.49462890625,3354.183837890625,3318.88525390625,3243.034912109375
2024-04-13,3004.900390625,3243.034912109375,3505.247802734375,3543.737060546875,3505.163330078125,3695.292724609375,3453.49462890625,3354.183837890625,3004.900390625
2024-04-14,3156.94189453125,3004.900390625,3243.034912109375,3505.247802734375,3543.737060546875,3505.163330078125,3695.292724609375,3453.49462890625,3156.94189453125
2024-04-15,3101.600341796875,3156.94189453125,3004.900390625,3243.034912109375,3505.247802734375,3543.737060546875,3505.163330078125,3695.292724609375,3101.600341796875
2024-04-16,3084.920166015625,3101.600341796875,3156.94189453125,3004.900390625,3243.034912109375,3505.247802734375,3543.737060546875,3505.163330078125,3084.920166015625
2024-04-17,2984.7275390625,3084.920166015625,3101.600341796875,3156.94189453125,3004.900390625,3243.034912109375,3505.247802734375,3543.737060546875,2984.7275390625
2024-04-18,3066.027587890625,2984.7275390625,3084.920166015625,3101.600341796875,3156.94189453125,3004.900390625,3243.034912109375,3505.247802734375,3066.027587890625
2024-04-19,3059.278564453125,3066.027587890625,2984.7275390625,3084.920166015625,3101.600341796875,3156.94189453125,3004.900390625,3243.034912109375,3059.278564453125
2024-04-20,3157.627197265625,3059.278564453125,3066.027587890625,2984.7275390625,3084.920166015625,3101.600341796875,3156.94189453125,3004.900390625,3157.627197265625
2024-04-21,3147.28857421875,3157.627197265625,3059.278564453125,3066.027587890625,2984.7275390625,3084.920166015625,3101.600341796875,3156.94189453125,3147.28857421875
2024-04-22,3201.652099609375,3147.28857421875,3157.627197265625,3059.278564453125,3066.027587890625,2984.7275390625,3084.920166015625,3101.600341796875,3201.652099609375
2024-04-23,3219.91162109375,3201.652099609375,3147.28857421875,3157.627197265625,3059.278564453125,3066.027587890625,2984.7275390625,3084.920166015625,3219.91162109375
2024-04-24,3139.80517578125,3219.91162109375,3201.652099609375,3147.28857421875,3157.627197265625,3059.278564453125,3066.027587890625,2984.7275390625,3139.80517578125
2024-04-25,3156.509521484375,3139.80517578125,3219.91162109375,3201.652099609375,3147.28857421875,3157.627197265625,3059.278564453125,3066.027587890625,3156.509521484375
2024-04-26,3130.164794921875,3156.509521484375,3139.80517578125,3219.91162109375,3201.652099609375,3147.28857421875,3157.627197265625,3059.278564453125,3130.164794921875
