Date,Predicted_Close_Simple,Predicted_Close_Residual
2025-02-25,2368.81942475253,2368.81942475253
2025-02-26,2369.442305611695,2369.442305611695
2025-02-27,2370.0651864708598,2370.0651864708598
2025-02-28,2370.6880673300248,2370.6880673300248
2025-03-01,2371.3109481891897,2371.3109481891897
2025-03-02,2371.9338290483543,2371.9338290483543
2025-03-03,2372.5567099075192,2372.5567099075192
