Date,Weekday,Predicted_Close_Simple,Predicted_Close_Residual,Predicted_Close_WeekdayAverage
2025-02-25,Tuesday,3112.952739696022,3112.952739696021,2068.15851182204
2025-02-26,Wednesday,3114.094223735964,3114.094223735963,2078.9475113501917
2025-02-27,Thursday,3115.2357077759057,3115.2357077759048,2066.576212331253
2025-02-28,Friday,3116.3771918158477,3116.377191815847,2064.4500373460323
2025-03-01,Saturday,3117.5186758557893,3117.5186758557884,2068.528458255461
2025-03-02,Sunday,3118.6601598957313,3118.6601598957304,2071.6133769535927
2025-03-03,Monday,3119.801643935673,3119.801643935672,2077.191836448465
